serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0332,GBIF_Elephas_maximus_01,Elephas maximus,Asian elephant,4,qwen25vl,factual,,0.3,2,forced_evasion,5,5,5,5,5,"SERIAL: S0332
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: IMAGE_OK. Asian elephant (small ears, domed head, rounded back) in lush tropical vegetation - SE Asian habitat. Model qwen25vl correctly IDs as Asian Elephant (Elephas maximus). Range: Indian subcontinent/SE Asia/China correct. Habitats: forests/grasslands/swamps/scrublands correct. Diet: grasses/leaves/bark/fruits/roots correct. Behavior: matriarchal groups, vocalizations, grief behaviors, swimming correct. IUCN Endangered stated correctly (EN). Threats: habitat loss/poaching/fragmentation/human-elephant conflict all accurate. Comprehensive excellent story.",2026-05-05 07:27:12
S0333,GBIF_Panthera_onca_02,Panthera onca,Jaguar,1,idefics3,factual,,0.3,0,forced_evasion,1,1,1,1,1,"SERIAL: S0333
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_AMBIGUOUS. Jaguar paw prints in muddy shallow water - no jaguar body visible, only large round paw prints. Model idefics3 writes about aquatic plants (photosynthesis, nutrient absorption) - completely wrong, not even close to jaguar. Forced_evasion: complete hallucination about plants. All dims 1.",2026-05-05 07:29:35
S0334,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,qwen25vl,conservation,,0.3,0,forced_evasion,5,5,1,1,3,"SERIAL: S0334
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Binturong peeking through foliage at night. Model qwen25vl correctly identifies Binturong. Range: India/Bangladesh/Myanmar/Thailand/Laos/Cambodia/Vietnam/Malaysia/Indonesia correct. Habitat: tropical/subtropical evergreen forests near water correct. Threats: deforestation, pet trade, bushmeat hunting correct. IUCN: Near Threatened stated - WRONG (binturong is VU Vulnerable). Diet not mentioned (conservation format). R_IUCN=1. Conservation story otherwise solid.",2026-05-05 07:29:35
S0335,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,Ancient Greek,0.7,1,forced_ehr_high,2,1,1,1,1,"SERIAL: S0335
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Adult+calf Indian rhinos running in forest (same as S0328). Model llava_interleave writes Ancient Greek myth. Says rhinoceros (correct animal type) but uses plural horns (Indian rhino has ONE horn). No scientific name Rhinoceros unicornis. Text truncated at 1077 chars mid-sentence. Partial habitat mention says Africa - WRONG (Indian rhino is South Asia, Assam/Nepal not Africa). No diet, no IUCN VU. R_SPECIES=2 (correct animal class wrong horn count), R_HABITAT=1 (Africa wrong).",2026-05-05 07:29:35
S0336,GBIF_Acipenser_sturio_01,Acipenser sturio,European sturgeon,3,qwen3vl8b,childrens,,0.7,1,forced_ehr0,1,1,1,1,1,"SERIAL: S0336
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_DIFFICULT. Image shows a white bony sturgeon scute/ossified plate specimen - characteristic bony scute of Acipenser sturio on plain background. Model qwen3vl8b writes entirely about sea star (starfish) in Pacific Ocean - completely wrong species. No mention of sturgeon or Acipenser sturio. Forced_ehr0 pool. The image is a close-up of a sturgeon bone/scute specimen which is challenging to identify. All dims 1.",2026-05-05 07:29:35
S0337,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,mythological,Celtic,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0337
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_MISMATCH. IMAGE shows brown bear (Ursus arctos) walking in boreal conifer forest - NOT polar bear. Manifest says Ursus maritimus_03.jpg but image is clearly a brown/grizzly bear. Model gemma4_8b correctly identifies what it sees: Ursus arctos (Brown Bear), Celtic mythological framing. Habitat: boreal forests/taiga/Scottish Highlands-Siberia correct for brown bear but wrong for polar bear. Text truncated at 1532 chars. Scored relative to manifest species (polar bear): all dims 1. NOTE: likely dataset mislabeling.",2026-05-05 07:29:35
S0338,GBIF_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,llava_interleave,childrens,,0.7,0,forced_shr1,1,1,3,1,1,"SERIAL: S0338
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Addax (Addax nasomaculatus) in dry grassland - distinctive spiraling/corkscrew horns, brownish-sandy and white coat. Model llava_interleave writes generic childrens poem about gazelle - wrong (addax is not a gazelle). Notes brown/white coat (partially matching), grassland habitat (too generic - addax is Sahara desert specialist), grass-eating herbivore (correct). No corkscrew horns, no Sahara, no IUCN CR. R_SPECIES=1 R_DIET=3 (herbivore/grass correct).",2026-05-05 07:32:12
S0339,iNat_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,qwen35_9b,factual,,0.3,0,forced_shr1,5,4,1,1,3,"SERIAL: S0339
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Indian rhino in wetland with 3 cattle egrets on its back - classic Kaziranga/Assam scene. Model qwen35_9b excellent ID: Indian Rhinoceros (Rhinoceros unicornis), single horn, armor-like skin, knobby texture, correctly notes cattle egrets (Bubulcus spp.) as species indicator. Habitat: wetland/riverine floodplain, aquatic vegetation, marshy grasses - correct. TEXT TRUNCATED at 1062 chars mid-geographic-range. Diet and IUCN VU not reached. R_HABITAT=4 (correct what visible), R_DIET=1 R_IUCN=1 (absent).",2026-05-05 07:32:12
S0340,iNat_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,gemma4_8b,factual,,0.7,2,forced_shr1,1,1,1,1,1,"SERIAL: S0340
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Kakapo (Strigops habroptila) on NZ forest floor - distinctive large parrot, mossy mottled green-brown plumage, owl-like face, foraging on leaf litter. Model gemma4_8b identifies as Green Pigeon/Japanese Green Pigeon (Treron vernans) - wrong. Kakapo is NZ flightless parrot (Psittacidae), not a pigeon (Columbidae). Habitat: SE Asian tropical forest vs NZ temperate forest - wrong region and biome. TEXT TRUNCATED at 1735 chars, no diet or IUCN EN. All dims 1.",2026-05-05 07:32:12
S0341,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,factual,,0.3,1,forced_evasion,1,1,1,1,1,"SERIAL: S0341
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Orange/golden axolotl (Ambystoma mexicanum) in blue plastic container with aquatic plants - clearly captive axolotl with visible external gills/feathery appendages. Model qwen35_9b identifies as California Newt (Taricha torosa) - wrong. Notes bright orange skin (color correct) but misses diagnostic external gills (axolotl unique feature). Says terrestrial eft phase - wrong (axolotls are permanently aquatic/neotenic). Range: California coastal ranges - WRONG (axolotl from Xochimilco, Mexico City). Habitat: vernal pools/chaparral - wrong. TEXT TRUNCATED before diet. All dims 1.",2026-05-05 07:32:12
S0342,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,gemma4_8b,factual,,0.7,1,forced_shr1,1,1,2,1,1,"SERIAL: S0342
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Two white/cream addax with characteristic spiraling corkscrew horns in sandy arid habitat with sparse vegetation. Model gemma4_8b identifies as Sambar Deer (Rusa unicolor) - wrong. Notes light tan/creamy white color (matches addax) and spiraled horns (partially correct shape) but completely wrong species and continent. Habitat: South/SE Asian forests - WRONG (addax is North Africa/Sahara desert specialist). Diet: herbivore browser/grazer partially applicable to addax. TEXT TRUNCATED, no IUCN CR. R_DIET=2 (herbivore correct, specifics wrong).",2026-05-05 07:32:12
S0343,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma4_8b,conservation,,0.3,2,forced_ehr_high,1,1,1,1,1,"SERIAL: S0343
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_DIFFICULT. Close-up of Amur leopard paw print in dark sandy/gravelly soil - no animal body visible. Model gemma4_8b refuses to engage: says image shows soil/dirt/debris and requests a clearer image. Complete evasion (forced_ehr_high pool). Paw print is present but model cannot identify it. All dims 1.",2026-05-05 07:34:33
S0344,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,mythological,Celtic,0.7,0,forced_evasion,1,1,1,1,1,"SERIAL: S0344
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_MISMATCH (same as S0337). Image file Ursus_maritimus_03.jpg shows brown bear in boreal conifer forest - NOT polar bear. Model gemma3 writes Celtic myth about brown bear (Branwen) in Scandinavia/boreal forests - correctly describes the VISUAL content. Habitat: Scandinavia/Russia/N America boreal forests correct for brown bear not polar bear. Diet: roots/grubs/omnivore/salmon mentioned. IUCN VU absent. Scored relative to manifest (polar bear Ursus maritimus): all dims 1. NOTE: dataset mislabeling.",2026-05-05 07:34:33
S0345,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,ayavision,childrens,,0.3,1,forced_evasion,4,3,2,1,2,"SERIAL: S0345
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 2
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. Dramatic scene: leopard with zebra prey on rocky riverbank, Nile crocodile nearby. Model ayavision correctly identifies as leopard in African savannah. Children story (Simba the leopard). Zebra as prey - unusual for leopard generally (prefers impala/gazelle) but IMAGE shows leopard with actual zebra. Diet: R_DIET=2 (image-accurate but biologically atypical). No scientific name Panthera pardus (childrens format). No IUCN VU. Crocodile in image not mentioned. R_SPECIES=4 (correct species, no sci name).",2026-05-05 07:34:33
S0346,iNat_Ursus_americanus_00,Ursus americanus,American black bear,4,ayavision,factual,,0.7,1,forced_evasion,1,2,3,1,1,"SERIAL: S0346
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Cinnamon/brown-phase American black bear (Ursus americanus) eating dandelion in green grass - small round ears, typical black bear body. Model ayavision identifies as Common Golden Bear (Ursus arctos horribilis) - WRONG (grizzly vs black bear). Range: western Canada/Alaska/NW US - grizzly range, too restricted for black bear. Diet: omnivore berries/fruits/nuts/fish/small mammals - broadly correct for black bear too (R_DIET=3). Hibernation correct. TEXT TRUNCATED before IUCN LC. R_SPECIES=1 R_HABITAT=2 (N America correct but wrong subspecies range).",2026-05-05 07:34:33
S0347,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,gemma3,conservation,,0.7,0,stratified_random,5,5,1,5,4,"SERIAL: S0347
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK. Two cheetahs in African grassland - adult lying while cub grooms/licks it, tender mother-cub scene. Model gemma3 correctly identifies as cheetah (Acinonyx jubatus), notes mother-cub. IUCN Vulnerable correctly stated. Range: historically Africa/Middle East, now eastern/southern Africa (Kenya/Tanzania/Botswana) correct. Threats: habitat loss/agriculture/human-wildlife conflict/prey depletion/genetic bottlenecks all accurate. Conservation: community-based/anti-poaching/habitat restoration. Diet not mentioned (conservation format). TEXT TRUNCATED at 1296 chars. R_DIET=1 (absent).",2026-05-05 07:34:33
S0348,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma3,mythological,West African (Yoruba),0.3,2,forced_ehr_high,1,1,1,1,1,"SERIAL: S0348
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_DIFFICULT (same as S0343). Amur leopard paw print in sandy/gravelly soil. Model gemma3 interprets sandy surface as ant colony and writes Yoruba myth about ants (Efun, Monomorium smaragdinum). Completely wrong species. No leopard content. Forced_ehr_high: extreme misidentification. All dims 1.",2026-05-05 07:37:06
S0349,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,llava16,factual,,0.7,0,forced_shr1,1,1,2,1,1,"SERIAL: S0349
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Small dark salamander/axolotl held in wet hands - dark body, four limbs visible, likely juvenile/dark-phase axolotl. Model llava16 identifies as Eastern newt (Nototriton viridescens) - doubly wrong (Nototriton viridescens does not exist; Eastern newt is Notophthalmus viridescens). Range: eastern US - WRONG (axolotl is from Xochimilco, Mexico City only). Habitat: caves/burrows - wrong (axolotl permanently aquatic). Accidentally mentions limb regrowth which is a real axolotl trait. IUCN LC stated - WRONG (axolotl is CR). Diet: insects/small animals partially applicable.",2026-05-05 07:37:06
S0350,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,childrens,,0.7,0,forced_shr1,5,4,5,1,4,"SERIAL: S0350
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 4
NOTES: IMAGE_OK. Brown bear on hind legs inspecting camera on tripod in boreal forest - image has text overlay BAN trophy hunting. Model qwen35_9b excellent match: Barnaby the bear curiously inspecting photographers camera. Russet-brown fur, Alaska/boreal forest, omnivore, fish/berries/roots/small mammals/salmon all correct. Story ends with anti-trophy-hunting message matching image. No IUCN LC. R_IUCN=1. Excellent childrens story with strong image-narrative alignment.",2026-05-05 07:37:06
S0351,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,ayavision,factual,,0.3,2,forced_shr1,1,1,1,1,1,"SERIAL: S0351
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_MISMATCH (same as S0337, S0344). Ursus_maritimus_03.jpg shows brown bear at camera tripod in forest - NOT polar bear. Model ayavision correctly describes brown bear visually (Ursus arctos). Habitat: forests/mountains/tundra correct for brown bear not polar bear. Diet: omnivore berries/nuts/roots/fish - correct for brown bear. Scored against manifest (polar bear Ursus maritimus VU): all dims 1. NOTE: 3rd model to correctly identify brown bear from mislabeled image.",2026-05-05 07:37:06
S0352,GBIF_Rhinoceros_unicornis_01,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,Hindu,0.7,2,forced_ehr_high,1,1,1,1,1,"SERIAL: S0352
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_DIFFICULT. Dense thorny shrub/forest in dry season - Indian rhino hidden/camouflaged in vegetation, nearly invisible. Model llava_interleave writes Hindu myth about Naga (serpent deity) - completely wrong. No rhino content. Forced_ehr_high: complete species evasion. Naga has no resemblance to rhinoceros. Diet vague/mystical. No IUCN VU. All dims 1.",2026-05-05 07:37:06
S0353,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen2vl2b,factual,,0.3,1,forced_evasion,1,1,1,1,1,"SERIAL: S0353
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Night camera trap image of Panthera pardus (common leopard) with rosette spots. Model qwen2vl2b misidentifies as Snow Leopard (Panthera uncia) - wrong species. Habitat: Himalayas/Tibet/Nepal wrong for common leopard. Diet: snowshoe rabbits wrong even for snow leopards (which eat blue sheep/ibex/marmots; snowshoe rabbits are North American). TEXT TRUNCATED at 1101 chars before IUCN. Forced_evasion pool. All dims 1.",2026-05-05 07:39:11
S0354,iNat_Panthera_tigris_tigris_04,Panthera tigris tigris,Bengal tiger,1,idefics3,factual,,0.3,1,stratified_random,4,4,5,5,4,"SERIAL: S0354
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK. Tiger (golden/pale phase Bengal tiger) resting on dirt road in Indian forest - clear orange-gold body with dark stripes. Model idefics3 correctly identifies as tiger (Panthera tigris) but not subspecies tigris. Habitat: Asia, forests/grasslands/mangroves/swamps correct. Range: India/China/SE Asia correct. Diet: carnivore, deer/wild boar, stalking/ambush correct. Solitary, large territories, excellent swimmers all correct. IUCN Endangered correctly stated. Threats: habitat loss/poaching/human conflict correct. R_SPECIES=4 (no subspecies).",2026-05-05 07:39:11
S0355,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,ayavision,conservation,,0.7,0,stratified_random,5,4,5,5,4,"SERIAL: S0355
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 5
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK. Two cheetahs in grassland - cub grooming adult (same image as S0347). Model ayavision correctly IDs cheetah. IUCN Vulnerable correct. Range: sub-Saharan Africa, savannas to woodlands correct. Diet: small antelopes/gazelles correct. Threats: habitat loss/agriculture/human-wildlife conflict/poaching all accurate. Conservation: protected areas/anti-poaching. Slight population increase claim uncertain. No scientific name in conservation narrative (acceptable format). R_DIET=5 (antelope/gazelle correct).",2026-05-05 07:39:11
S0356,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma3,childrens,,0.7,2,forced_ehr0,4,4,5,2,4,"SERIAL: S0356
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 2
R_OVERALL: 4
NOTES: IMAGE_OK. Adult giraffe bending neck to nuzzle tiny calf in African grassland - beautiful mother-calf scene. Model gemma3 excellent childrens story Gigi and Leo. Tanzania grasslands correct. Tallest mammals 18 feet correct. Savannas/woodlands correct. Acacia leaves correct. Long neck adaptation correct. Giraffe populations decreased mentioned (no explicit IUCN VU stated). Minor inaccuracy: describes mother behavior as necking - necking is actually male combat behavior (swinging necks), not maternal nuzzling. R_IUCN=2 (population decline mentioned, VU not stated).",2026-05-05 07:39:11
S0357,iNat_Rhincodon_typus_03,Rhincodon typus,Whale shark,2,ayavision,factual,,0.7,0,forced_shr1,5,5,3,1,3,"SERIAL: S0357
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Top-down aerial view of large whale shark with distinctive white spot pattern near boat in blue tropical ocean. Model ayavision correctly IDs as Whale Shark (Rhincodon typus). Range: tropical/subtropical oceans worldwide including Atlantic/Indian/Pacific/Mediterranean correct. Filter feeder, plankton/small fish/crustaceans correct. FACTUAL ERROR: says baleen plates - wrong! Whale sharks are sharks with gill rakers/filter pads, not baleen (baleen is for baleen whales). IUCN: Vulnerable stated - WRONG (whale shark is EN Endangered). R_DIET=3 (feeding behavior correct, mechanism term wrong). R_IUCN=1.",2026-05-05 07:39:11
S0358,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma3,conservation,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0358
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Same dark axolotl image as S0349 (held in wet hands). Model gemma3 identifies as Eastern Hellbender (Cryptobranchus alleganiensis alleganiensis) - wrong. IUCN Critically Endangered stated - coincidentally correct for axolotl too but for wrong species. Habitat: clear fast-flowing streams eastern US/Canada - wrong (axolotl is Xochimilco Mexico). Diet: crayfish/insects/small fish - wrong for axolotl (worms/small crustaceans). Wrong species throughout. All dims 1.",2026-05-05 07:41:20
